Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
NEDironDoor_exteriorHouseDoorDoubleRed_Clean,blocks,block,,,Red Exterior House Double Door (Clean),,"Rote Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa roja (Clean),"Double porte, extérieur de maison, rouge (Clean)",Doppia porta di casa esterna rossa (Clean),住宅用室外ダブルドア（赤） (Clean),빨간색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – czerwone, podwójne (Clean)",Porta exterior dupla de casa vermelha (Clean),Красная двойная входная дверь (Clean),Çift Kanatlı Kırmızı Dış Ev Kapısı,红色室外双开门 (Clean),紅色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoubleOrange_Clean,blocks,block,,,Orange Exterior House Double Door (Clean),,"Orangefarbene Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa naranja (Clean),"Double porte, extérieur de maison, orange (Clean)",Doppia porta di casa esterna arancione (Clean),住宅用室外ダブルドア（橙） (Clean),주황색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – pomarańczowe, podwójne (Clean)",Porta exterior dupla de casa laranja (Clean),Оранжевая двойная входная дверь (Clean),Çift Kanatlı Turuncu Dış Ev Kapısı,橙色室外双开门 (Clean),橘色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoubleYellow_Clean,blocks,block,,,Yellow Exterior House Double Door (Clean),,"Gelbe Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa amarilla (Clean),"Double porte, extérieur de maison, jaune (Clean)",Doppia porta di casa esterna gialla (Clean),住宅用室外ダブルドア（黄） (Clean),노란색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – żółte, podwójne (Clean)",Porta exterior dupla de casa amarela (Clean),Желтая двойная входная дверь (Clean),Çift Kanatlı Sarı Dış Ev Kapısı,黄色室外双开门 (Clean),黃色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoubleGreen_Clean,blocks,block,,,Green Exterior House Double Door (Clean),,"Grüne Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa verde (Clean),"Double porte, extérieur de maison, verte (Clean)",Doppia porta di casa esterna verde (Clean),住宅用室外ダブルドア（緑） (Clean),녹색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – zielone, podwójne (Clean)",Porta exterior dupla de casa verde (Clean),Зеленая двойная входная дверь (Clean),Çift Kanatlı Yeşil Dış Ev Kapısı,绿色室外双开门 (Clean),綠色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoubleBlue_Clean,blocks,block,,,Blue Exterior House Double Door (Clean),,"Blaue Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa azul (Clean),"Double porte, extérieur de maison, bleue (Clean)",Doppia porta di casa esterna blu (Clean),住宅用室外ダブルドア（青） (Clean),파란색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – niebieskie, podwójne (Clean)",Porta exterior dupla de casa azul (Clean),Синяя двойная входная дверь (Clean),Çift Kanatlı Mavi Dış Ev Kapısı,蓝色室外双开门 (Clean),藍色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoublePurple_Clean,blocks,block,,,Purple Exterior House Double Door (Clean),,"Lila Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa violeta (Clean),"Double porte, extérieur de maison, violette (Clean)",Doppia porta di casa esterna viola (Clean),住宅用室外ダブルドア（紫） (Clean),보라색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – fioletowe, podwójne (Clean)",Porta exterior dupla de casa roxa (Clean),Фиолетовая двойная входная дверь (Clean),Çift Kanatlı Mor Dış Ev Kapısı,紫色室外双开门 (Clean),紫色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoubleGrey_Clean,blocks,block,,,Grey Exterior House Double Door (Clean),,"Graue Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa gris (Clean),"Double porte, extérieur de maison, grise (Clean)",Doppia porta di casa esterna grigia (Clean),住宅用室外ダブルドア（灰） (Clean),회색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – szare, podwójne (Clean)",Porta exterior dupla de casa cinza (Clean),Серая двойная входная дверь (Clean),Çift Kanatlı Gri Dış Ev Kapısı,灰色室外双开门 (Clean),灰色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoublePink_Clean,blocks,block,,,Pink Exterior House Double Door (Clean),,"Rosafarbene Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa rosa (Clean),"Double porte, extérieur de maison, rose (Clean)",Doppia porta di casa esterna rosa (Clean),住宅用室外ダブルドア（ピンク） (Clean),분홍색 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – różowe, podwójne (Clean)",Porta exterior dupla de casa rosa (Clean),Розовая двойная входная дверь (Clean),Çift Kanatlı Pembe Dış Ev Kapısı,粉色室外双开门 (Clean),粉色室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorDoubleOak_Clean,blocks,block,,,Oak Exterior House Double Door (Clean),,"Eichen-Doppeltür, Hausaußenseite (Clean)",Puerta doble exterior de la casa de roble (Clean),"Double porte, extérieur de maison, chêne (Clean)",Doppia porta di casa esterna di quercia (Clean),住宅用室外ダブルドア（オーク） (Clean),오크 외부 집 이중문 (Clean),"Zewnętrzne drzwi do domu – dębowe, podwójne (Clean)",Porta exterior dupla de casa carvalho (Clean),Дубовая двойная входная дверь (Clean),Çift Kanatlı Meşe Dış Ev Kapısı,橡木室外双开门 (Clean),橡木室外房屋雙門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleWhite_Clean,blocks,block,,,White Exterior House Side Light Single Door (Clean),,"Weiße Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa blanca (Clean),"Porte simple, lumière latérale, extérieur de maison, blanche (Clean)",Porta laterale singola leggera esterna bianca (Clean),住宅用室外ドア（白・サイド照明・シングル） (Clean),흰색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – białe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior branca (Clean),Белая одинарная входная дверь с окнами по бокам (Clean),Beyaz Dış Ev Kapısı Tekli Yan Lambası,白色室外侧光单开门 (Clean),白色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleBrown_Clean,blocks,block,,,Brown Exterior House Side Light Single Door (Clean),,"Braune Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa marrón (Clean),"Porte simple, lumière latérale, extérieur de maison, marron (Clean)",Porta laterale singola leggera esterna marrone (Clean),住宅用室外ドア（茶色・サイド照明・シングル） (Clean),갈색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – brązowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior marrom (Clean),Коричневая одинарная входная дверь с окнами по бокам (Clean),Kahverengi Dış Ev Kapısı Tekli Yan Lambası,棕色室外侧光单开门 (Clean),棕色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleRed_Clean,blocks,block,,,Red Exterior House Side Light Single Door (Clean),,"Rote Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa roja (Clean),"Porte simple, lumière latérale, extérieur de maison, rouge (Clean)",Porta laterale singola leggera esterna rossa (Clean),住宅用室外ドア（赤・サイド照明・シングル） (Clean),빨간색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – czerwone, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior vermelha (Clean),Красная одинарная входная дверь с окнами по бокам (Clean),Kırmızı Dış Ev Kapısı Tekli Yan Lambası,红色室外侧光单开门 (Clean),紅色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleOrange_Clean,blocks,block,,,Orange Exterior House Side Light Single Door (Clean),,"Orangefarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa naranja (Clean),"Porte simple, lumière latérale, extérieur de maison, orange (Clean)",Porta laterale singola leggera esterna arancione (Clean),住宅用室外ドア（橙・サイド照明・シングル） (Clean),주황색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – pomarańczowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior laranja (Clean),Оранжевая одинарная входная дверь с окнами по бокам (Clean),Turuncu Dış Ev Kapısı Tekli Yan Lambası,橙色室外侧光单开门 (Clean),橘色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleYellow_Clean,blocks,block,,,Yellow Exterior House Side Light Single Door (Clean),,"Gelbe Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa amarilla (Clean),"Porte simple, lumière latérale, extérieur de maison, jaune (Clean)",Porta laterale singola leggera esterna gialla (Clean),住宅用室外ドア（黄色・サイド照明・シングル） (Clean),노란색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – żółte, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior amarela (Clean),Желтая одинарная входная дверь с окнами по бокам (Clean),Sarı Dış Ev Kapısı Tekli Yan Lambası,黄色室外侧光单开门 (Clean),黃色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleGreen_Clean,blocks,block,,,Green Exterior House Side Light Single Door (Clean),,"Grüne Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa verde (Clean),"Porte simple, lumière latérale, extérieur de maison, verte (Clean)",Porta laterale singola leggera esterna verde (Clean),住宅用室外ドア（緑・サイド照明・シングル） (Clean),초록색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – zielone, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior verde (Clean),Зеленая одинарная входная дверь с окнами по бокам (Clean),Yeşil Dış Ev Kapısı Tekli Yan Lambası,绿色室外侧光单开门 (Clean),綠色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleBlue_Clean,blocks,block,,,Blue Exterior House Side Light Single Door (Clean),,"Blaue Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa azul (Clean),"Porte simple, lumière latérale, extérieur de maison, bleue (Clean)",Porta laterale singola leggera esterna blu (Clean),住宅用室外ドア（青・サイド照明・シングル） (Clean),파란색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – niebieskie, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior azul (Clean),Синяя одинарная входная дверь с окнами по бокам (Clean),Mavi Dış Ev Kapısı Tekli Yan Lambası,蓝色室外侧光单开门 (Clean),藍色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSinglePurple_Clean,blocks,block,,,Purple Exterior House Side Light Single Door (Clean),,"Lilafarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa violeta (Clean),"Porte simple, lumière latérale, extérieur de maison, violette (Clean)",Porta laterale singola leggera esterna viola (Clean),住宅用室外ドア（紫・サイド照明・シングル） (Clean),보라색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – fioletowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior roxa (Clean),Фиолетовая одинарная входная дверь с окнами по бокам (Clean),Mor Dış Ev Kapısı Tekli Yan Lambası,紫色室外侧光单开门 (Clean),紫色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleGrey_Clean,blocks,block,,,Grey Exterior House Side Light Single Door (Clean),,"Graue Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa gris (Clean),"Porte simple, lumière latérale, extérieur de maison, grise (Clean)",Porta laterale singola leggera esterna grigia (Clean),住宅用室外ドア（灰色・サイド照明・シングル） (Clean),회색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – szare, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior cinza (Clean),Серая одинарная входная дверь с окнами по бокам (Clean),Gri Dış Ev Kapısı Tekli Yan Lambası,灰色室外侧光单开门 (Clean),灰色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSinglePink_Clean,blocks,block,,,Pink Exterior House Side Light Single Door (Clean),,"Rosafarbene Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa rosa (Clean),"Porte simple, lumière latérale, extérieur de maison, rose (Clean)",Porta laterale singola leggera esterna rosa (Clean),住宅用室外ドア（ピンク・サイド照明・シングル） (Clean),분홍색 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – różowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior rosa (Clean),Розовая одинарная входная дверь с окнами по бокам (Clean),Pembe Dış Ev Kapısı Tekli Yan Lambası,粉色室外侧光单开门 (Clean),粉紅色室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightSingleOak_Clean,blocks,block,,,Oak Exterior House Side Light Single Door (Clean),,"Eichen-Einzeltür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior individual de casa de roble (Clean),"Porte simple, lumière latérale, extérieur de maison, chêne (Clean)",Porta laterale singola leggera esterna di rovere (Clean),住宅用室外ドア（オーク・サイド照明・シングル） (Clean),떡갈나무 외부 집 측면 조명 싱글 문 (Clean),"Zewnętrzne drzwi do domu – dębowe, bok, lekkie, pojedyncze (Clean)",Porta única com vidro lateral de casa exterior carvalho (Clean),Дубовая одинарная входная дверь с окнами по бокам (Clean),Meşe Dış Ev Kapısı Tekli Yan Lambası,橡木室外侧光单开门 (Clean),橡木室外房屋側光單門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightWhite_Clean,blocks,block,,,White Exterior House Side Light Door (Clean),,"Weiße Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa blanca (Clean),"Porte, lumière latérale, extérieur de maison, blanche (Clean)",Porta laterale leggera esterna bianca (Clean),住宅用室外ドア（白・サイド照明） (Clean),흰색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – białe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior branca (Clean),Белая входная дверь с окнами по бокам (Clean),Beyaz Dış Ev Kapısı Yan Lambası,白色室外侧光门 (Clean),白色室外房屋側光門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightBrown_Clean,blocks,block,,,Brown Exterior House Side Light Door (Clean),,"Braune Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa marrón (Clean),"Porte, lumière latérale, extérieur de maison, marron (Clean)",Porta laterale leggera esterna marrone (Clean),住宅用室外ドア（茶色・サイド照明） (Clean),갈색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – brązowe, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior marrom (Clean),Коричневая входная дверь с окнами по бокам (Clean),Kahverengi Dış Ev Kapısı Yan Lambası,棕色室外侧光门 (Clean),棕色室外房屋側光門 (Clean)
NEDironDoor_exteriorHouseDoorSideLightRed_Clean,blocks,block,,,Red Exterior House Side Light Door (Clean),,"Rote Tür, Hausaußenseite, leicht (Clean)",Ventana lateral de puerta exterior de casa roja (Clean),"Porte, lumière latérale, extérieur de maison, rouge (Clean)",Porta laterale leggera esterna rossa (Clean),住宅用室外ドア（赤・サイド照明） (Clean),빨간색 외부 집 측면 조명 문 (Clean),"Zewnętrzne drzwi do domu – czerwone, bok, lekkie (Clean)",Porta com vidro lateral de casa exterior vermelha (Clean),Красная входная дверь с окнами по бокам (Clean),Kırmızı Dış Ev Kapısı Yan Lambası,红色室外侧光门 (Clean),紅色室外房屋側光門 (Clean)
